Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Ons Jabeur,39,29.9,1826.8,,56,1742.3,25,1774.8,24,1747.5,,2106.9,2022-06,,33,0.17,1866.1
Caroline Wozniacki,40,34.1,1825.8,,43,1776.2,64,1704.4,33,1711.2,,2252.4,2011-04,,72,-0.59,1838.8
Karolina Pliskova,41,32.4,1824.7,,33,1802.3,35,1752.0,29,1727.4,,2088.2,2019-07,,44,-0.07,1772.5
Xin Yu Wang,42,23.0,1820.0,,48,1767.4,68,1688.8,34,1710.5,,1827.7,2023-10,,39,0.07,1841.4
Taylor Townsend,43,28.4,1818.1,,42,1782.2,38,1742.8,106,1553.5,,1832.1,2024-04,,51,-0.17,1825.5
Camila Osorio,44,22.7,1817.9,,54,1744.6,27,1767.2,44,1680.0,,1867.7,2023-05,,55,-0.22,1824.0
Bianca Andreescu,45,24.1,1816.5,,39,1786.9,41,1738.6,47,1670.3,,2158.7,2019-09,,163,-1.29,1721.5
Katie Boulter,46,28.1,1816.5,,44,1776.1,113,1603.7,18,1761.8,,1887.2,2024-02,,35,0.27,1790.2
Marie Bouzkova,47,26.2,1815.8,,47,1769.8,44,1736.2,53,1654.7,,1941.4,2022-10,,43,0.09,1794.2
Sorana Cirstea,48,34.2,1812.6,,35,1801.5,57,1710.8,60,1641.4,,1908.4,2013-08,,69,-0.36,1677.4
Caroline Garcia,49,30.8,1812.0,,45,1775.7,30,1762.5,27,1733.9,,2044.3,2017-10,,45,0.09,1704.5
Katerina Siniakova,50,28.4,1811.3,,51,1758.9,50,1728.4,30,1722.3,,1935.4,2017-01,,42,0.17,1763.5
Elina Avanesyan,51,22.0,1809.0,,61,1726.2,34,1754.5,45,1675.4,,1855.8,2024-08,,48,0.06,1821.3
Ashlyn Krueger,52,20.4,1808.0,,49,1766.4,86,1659.0,56,1651.8,,1833.1,2024-09,,65,-0.22,1827.0
Veronika Kudermetova,53,27.4,1802.1,,52,1756.6,37,1748.7,35,1701.2,,1973.9,2023-05,,67,-0.23,1770.8
Yuliia Starodubtseva,54,24.6,1799.1,,50,1763.9,101,1624.0,52,1660.1,,1828.7,2024-10,,91,-0.52,1821.3
Peyton Stearns,55,22.9,1798.1,,55,1743.4,39,1742.7,112,1546.2,,1818.3,2023-05,,47,0.16,1832.8
Maria Sakkari,56,29.0,1796.3,,40,1783.5,53,1725.6,59,1648.1,,2070.6,2022-03,,22,0.93,1846.7
Irina Camelia Begu,57,34.1,1794.1,,71,1711.7,28,1766.9,80,1608.2,,1942.9,2016-05,,97,-0.53,1741.7
Brenda Fruhvirtova,58,17.2,1792.7,,67,1717.3,58,1709.9,78,1610.1,,1809.2,2024-07,,117,-0.70,1801.6
Anastasija Sevastova,59,33.8,1791.6,,63,1726.0,36,1749.2,37,1692.7,,1992.8,2018-10,,364,-1.82,1674.8
Lesia Tsurenko,60,35.3,1788.7,,57,1741.6,40,1740.2,41,1688.6,,1944.5,2018-12,,101,-0.52,1668.1
Bernarda Pera,61,29.8,1785.1,,68,1713.6,32,1755.3,61,1637.6,,1843.2,2022-08,,79,-0.26,1794.7
Lulu Sun,62,23.4,1784.6,,58,1740.8,117,1596.8,43,1686.1,,1818.3,2024-08,,41,0.41,1815.1
Mccartney Kessler,63,25.2,1780.9,,46,1773.4,172,1509.0,68,1627.5,,1851.5,2024-03,,76,-0.19,1792.2
Elisabetta Cocciaretto,64,23.6,1780.9,,75,1706.7,46,1735.1,46,1672.5,,1848.6,2023-07,,50,0.25,1771.7
Ajla Tomljanovic,65,31.4,1777.2,,70,1712.7,59,1709.2,32,1712.3,,1905.2,2022-08,,85,-0.27,1733.1
Sloane Stephens,66,31.4,1769.1,,76,1701.1,33,1755.1,63,1633.7,,2022.8,2017-08,,75,-0.13,1644.5
Storm Hunter,67,29.6,1762.5,,66,1720.2,92,1649.2,75,1614.8,,1770.1,2024-03,,195,-1.07,1787.2
Alina Korneeva,68,17.2,1761.6,,59,1737.0,179,1498.6,105,1555.8,,1764.2,2024-01,,259,-1.34,1760.4
Laura Siegemund,69,36.5,1759.8,,64,1723.5,69,1687.5,83,1604.1,,1919.5,2016-05,,89,-0.25,1700.9
Clara Tauson,70,21.7,1759.7,,69,1712.9,56,1711.3,113,1541.9,,1964.7,2022-01,,63,0.11,1760.9
Rebecca Sramkova,71,27.9,1756.6,,62,1726.2,91,1650.4,108,1550.9,,1762.0,2024-09,,53,0.29,1840.1
Olga Danilovic,72,23.7,1755.8,,106,1643.5,52,1727.6,96,1584.8,,1800.1,2018-08,,86,-0.18,1763.4
Jessica Bouzas Maneiro,73,22.0,1755.7,,74,1707.5,71,1683.1,62,1634.6,,1794.2,2024-04,,61,0.18,1765.2
Anhelina Kalinina,74,27.6,1747.4,,78,1696.5,49,1729.3,92,1590.9,,1871.8,2022-06,,62,0.18,1672.5
Erika Andreeva,75,20.2,1746.0,,65,1723.5,100,1632.7,87,1600.1,,1784.4,2024-03,,66,0.13,1757.8
Shelby Rogers,76,31.8,1745.7,,72,1710.8,84,1659.8,82,1605.5,,1874.6,2021-04,,332,-1.47,1559.1
Angelique Kerber,77,36.5,1745.2,,81,1683.9,78,1669.9,65,1631.0,,2145.2,2016-10,,,,1781.9
Katie Volynets,78,22.7,1744.6,,84,1681.3,48,1731.9,91,1593.0,,1820.1,2024-06,,58,0.30,1738.7
Jaqueline Cristian,79,26.3,1743.3,,97,1658.6,66,1692.4,171,1477.1,,1785.7,2024-05,,73,0.08,1752.0
Yue Yuan,80,26.0,1743.0,,60,1735.0,111,1604.5,111,1548.2,,1854.6,2024-04,,46,0.55,1726.1
Elena Gabriela Ruse,81,26.8,1738.3,,79,1689.2,74,1680.2,72,1622.0,,1849.4,2022-02,,96,-0.17,1741.1
Olivia Gadecki,82,22.4,1732.2,,77,1699.5,137,1570.5,74,1616.7,,1753.1,2024-09,,84,-0.02,1778.8
Hailey Baptiste,83,22.9,1731.4,,73,1708.6,104,1618.2,97,1579.7,,1742.1,2024-10,,80,0.04,1768.6
Sara Sorribes Tormo,84,27.9,1725.8,,85,1681.1,75,1679.9,101,1565.9,,1909.3,2021-08,,104,-0.21,1677.2
Ana Bogdan,85,31.8,1725.6,,87,1669.3,67,1691.5,70,1625.2,,1820.6,2023-07,,111,-0.27,1649.1
Varvara Gracheva,86,24.1,1723.0,,93,1663.2,88,1657.7,104,1559.4,,1816.5,2023-04,,68,0.23,1738.3
Viktoriya Tomova,87,29.6,1721.5,,95,1660.5,81,1662.4,90,1593.1,,1747.6,2024-06,,49,0.57,1733.0
Sonay Kartal,88,22.9,1719.8,,107,1643.0,244,1418.3,67,1629.4,,1752.5,2024-09,,102,-0.15,1763.7
Robin Montgomery,89,19.9,1719.2,,111,1630.8,97,1640.0,50,1666.6,,1772.0,2024-07,,107,-0.18,1727.0
Aliaksandra Sasnovich,90,30.4,1716.8,,96,1660.1,87,1657.7,93,1590.0,,1944.0,2019-01,,131,-0.38,1740.7
Arantxa Rus,91,33.8,1716.6,,98,1657.3,70,1684.8,125,1530.9,,1769.7,2011-06,,77,0.17,1749.0
Mayar Sherif,92,28.3,1713.5,,164,1542.8,63,1705.5,117,1537.8,,1847.4,2023-06,,93,-0.01,1657.6
Greet Minnen,93,27.1,1710.8,,89,1667.2,127,1586.4,66,1629.7,,1785.8,2020-02,,95,-0.02,1715.2
Nuria Parrizas Diaz,94,33.2,1709.6,,82,1681.8,80,1662.8,155,1494.5,,1755.7,2022-02,,82,0.14,1734.1
Dayana Yastremska,95,24.3,1708.7,,94,1663.0,79,1666.1,88,1595.5,,1991.7,2019-02,,36,0.97,1635.1
Petra Martic,96,33.6,1706.4,,88,1668.2,77,1671.6,76,1614.1,,1978.5,2019-09,,122,-0.24,1611.5
Sara Bejlek,97,18.6,1705.9,,121,1617.3,72,1682.0,167,1479.0,,1759.3,2024-04,,123,-0.24,1702.8
Diane Parry,98,22.0,1705.3,,105,1645.3,82,1661.6,89,1595.3,,1756.1,2024-03,,52,0.63,1688.2
Lois Boisson,99,20.9,1702.7,,196,1501.1,76,1671.7,130,1526.3,,1702.7,2024-04,,174,-0.56,1785.6
Yafan Wang,100,30.4,1701.0,,80,1688.6,157,1529.7,120,1535.7,,1810.3,2019-03,,60,0.51,1712.4
Sofia Kenin,101,25.8,1698.8,,99,1655.7,99,1632.8,85,1602.4,,2049.8,2020-02,,158,-0.45,1642.2
Clara Burel,102,23.5,1693.5,,91,1666.6,94,1647.0,135,1519.1,,1834.0,2024-02,,56,0.60,1644.6
Cristina Bucsa,103,26.7,1690.9,,92,1663.8,108,1606.4,128,1528.4,,1740.4,2023-04,,70,0.39,1702.1
Viktorija Golubic,104,31.9,1688.7,,86,1672.6,149,1553.9,84,1603.9,,1828.9,2021-07,,124,-0.18,1625.0
Xiyu Wang,105,23.5,1688.4,,102,1647.6,90,1651.9,121,1534.1,,1776.5,2024-02,,98,0.07,1647.1
Lin Zhu,106,30.4,1687.8,,83,1681.5,205,1461.3,115,1540.2,,1804.2,2023-09,,103,0.03,1593.0
Alison Van Uytvanck,107,30.3,1687.6,,90,1667.2,144,1560.3,48,1670.2,,1855.3,2018-08,,,,1539.9
Zeynep Sonmez,108,22.4,1687.6,,109,1639.7,129,1584.4,94,1588.8,,1706.1,2024-09,,152,-0.34,1703.1
Moyuka Uchijima,109,23.1,1686.3,,123,1615.4,65,1695.9,152,1499.1,,1774.5,2024-06,,59,0.61,1691.7
Jule Niemeier,110,25.0,1684.1,,117,1624.8,98,1636.1,79,1609.8,,1844.6,2022-06,,83,0.28,1697.5
Anna Karolina Schmiedlova,111,30.0,1683.0,,125,1614.4,83,1661.5,176,1470.0,,1932.6,2015-09,,108,0.03,1664.0
Harriet Dart,112,28.1,1680.5,,116,1625.2,185,1488.1,69,1626.3,,1707.8,2022-06,,81,0.32,1711.5
Sara Errani,113,37.4,1678.6,,133,1599.6,95,1645.6,131,1524.2,,2080.0,2013-05,,90,0.23,1710.6
Francesca Jones,114,24.0,1678.4,,130,1602.7,89,1656.8,181,1463.0,,1731.4,2024-06,,162,-0.35,1668.5
Lucia Bronzetti,115,25.8,1676.7,,112,1629.0,102,1619.5,132,1522.7,,1753.7,2022-08,,78,0.39,1671.5
Qiang Wang,116,32.7,1670.4,,100,1648.7,109,1606.2,116,1538.3,,1984.9,2018-10,,380,-1.19,1541.6
Daria Saville,117,30.4,1669.5,,104,1646.8,116,1597.5,118,1537.7,,1958.3,2017-01,,114,0.03,1634.9
Claire Liu,118,24.0,1668.3,,103,1647.3,106,1613.2,129,1527.1,,1807.6,2022-05,,247,-0.74,1633.5
Kamilla Rakhimova,119,23.1,1667.9,,113,1626.5,115,1598.4,159,1488.0,,1713.3,2023-02,,64,0.62,1683.6
Anna Blinkova,120,26.0,1664.7,,110,1638.5,125,1588.5,95,1588.7,,1804.7,2020-01,,99,0.19,1615.6
Shuai Zhang,121,35.7,1661.2,,108,1642.1,140,1563.0,86,1601.1,,1868.9,2016-11,,238,-0.68,1651.0
Tereza Valentova,122,17.3,1659.3,,157,1550.1,105,1617.2,144,1504.7,,1659.3,2024-06,,264,-0.77,1737.8
Jil Teichmann,123,27.2,1653.8,,146,1574.1,85,1659.8,186,1455.1,,1937.8,2022-05,,144,-0.16,1705.5
Zarina Diyas,124,30.9,1653.6,,101,1648.1,133,1573.4,102,1562.5,,1861.1,2015-02,,488,-1.37,1514.7
Nadia Podoroska,125,27.6,1653.4,,114,1626.2,128,1585.2,148,1503.3,,1864.5,2021-01,,74,0.52,1636.4
Caroline Dolehide,126,26.0,1650.6,,127,1608.8,114,1600.3,205,1436.1,,1734.3,2018-05,,100,0.23,1635.6
Alize Cornet,127,34.3,1649.8,,137,1591.6,110,1604.6,77,1613.0,,2027.2,2008-08,,272,-0.76,1554.6
Lauren Davis,128,30.9,1648.3,,115,1626.1,130,1579.7,109,1549.4,,1902.3,2017-03,,495,-1.35,1469.9
Renata Zarazua,129,26.9,1647.6,,131,1601.7,123,1590.0,151,1499.7,,1662.5,2024-01,,71,0.60,1676.6
Sijia Wei,130,20.8,1646.9,,122,1616.7,214,1454.5,142,1506.2,,1677.3,2024-09,,135,-0.04,1658.2
Nao Hibino,131,29.8,1646.0,,120,1618.1,159,1527.0,146,1504.5,,1738.8,2015-09,,142,-0.08,1654.9
Maya Joint,132,18.4,1643.2,,124,1614.5,136,1570.6,149,1502.1,,1714.3,2024-08,,110,0.18,1646.3
Maja Chwalinska,133,22.8,1640.9,,129,1604.8,124,1588.6,127,1529.7,,1698.2,2024-07,,175,-0.27,1663.9
Martina Trevisan,134,30.9,1640.5,,136,1592.0,103,1619.4,272,1394.7,,1798.6,2023-11,,133,0.01,1605.5
Yanina Wickmayer,135,34.5,1640.0,,142,1583.7,152,1541.7,71,1622.6,,2097.4,2010-02,,743,-1.71,
Anca Alexia Todoni,136,19.9,1638.5,,215,1471.5,112,1604.2,100,1570.2,,1767.4,2024-07,,137,-0.01,1635.3
Mananchaya Sawangkaew,137,22.2,1637.2,,126,1612.0,146,1557.3,122,1533.8,,1637.2,2024-09,,165,-0.19,1647.5
Tatjana Maria,138,37.1,1637.2,,132,1600.2,147,1555.1,81,1606.1,,1781.4,2009-08,,94,0.38,1587.7
Anna Bondar,139,27.3,1637.0,,162,1543.9,96,1644.7,208,1434.9,,1743.2,2022-05,,87,0.47,1654.7
Ann Li,140,24.2,1635.5,,155,1554.7,93,1648.7,183,1462.0,,1883.4,2021-03,,120,0.15,1655.5
Rebecca Peterson,141,28.6,1635.1,,118,1623.4,134,1571.9,174,1471.6,,1902.6,2019-10,,536,-1.34,1539.2
Rebeka Masarova,142,25.1,1632.2,,140,1589.4,121,1590.7,136,1518.4,,1800.2,2023-04,,116,0.20,1606.4
Ena Shibahara,143,26.6,1630.9,,128,1606.1,212,1455.4,133,1522.3,,1650.5,2024-09,,139,0.03,1665.0
Iva Jovic,144,16.8,1625.9,,147,1573.3,156,1531.1,160,1488.0,,1687.8,2024-09,,246,-0.54,1671.6
Talia Gibson,145,20.2,1624.6,,134,1599.6,253,1408.0,138,1512.3,,1624.6,2024-09,,128,0.12,1645.1
Marina Bassols Ribera,146,24.8,1623.4,,139,1590.7,142,1560.4,145,1504.6,,1666.0,2024-01,,153,-0.05,1634.9
Dalma Galfi,147,26.1,1623.1,,159,1546.9,164,1521.7,73,1621.1,,1710.7,2022-07,,134,0.09,1649.1
Kimberly Birrell,148,26.4,1617.6,,156,1553.3,193,1479.8,124,1533.3,,1712.7,2023-02,,150,-0.01,1638.4
Daria Snigur,149,22.5,1616.1,,143,1579.9,202,1463.0,98,1576.2,,1713.4,2024-07,,119,0.22,1591.2
Solana Sierra,150,20.2,1615.6,,144,1575.1,132,1574.3,196,1443.5,,1655.2,2024-09,,156,-0.04,1636.3
Tamara Zidansek,151,26.7,1613.7,,158,1549.2,107,1611.9,163,1484.7,,1853.9,2019-06,,199,-0.28,1593.8
Antonia Ruzic,152,21.7,1612.8,,135,1594.3,195,1476.3,166,1482.5,,1642.5,2024-10,,164,-0.08,1630.6
Oceane Dodin,153,27.9,1612.4,,119,1621.6,170,1512.3,150,1501.9,,1801.7,2016-11,,92,0.51,1582.0
Mary Stoiana,154,21.4,1607.3,,141,1585.7,243,1418.6,169,1478.6,,1607.3,2024-10,,320,-0.73,1641.4
Alexandra Eala,155,19.3,1607.3,,149,1567.0,225,1438.3,134,1520.9,,1635.4,2024-08,,148,0.05,1619.5
Maria Lourdes Carle,156,24.6,1606.2,,163,1543.5,131,1578.7,203,1440.1,,1750.1,2024-05,,88,0.57,1577.2
Lola Radivojevic,157,19.7,1606.2,,240,1437.6,120,1593.1,107,1553.1,,1606.2,2024-09,,180,-0.14,1656.7
Heather Watson,158,32.3,1605.5,,138,1591.5,200,1464.7,119,1536.8,,1923.0,2014-06,,157,0.01,1605.1
Polina Kudermetova,159,21.3,1604.4,,153,1558.2,135,1570.6,147,1504.3,,1615.8,2024-10,,132,0.19,1621.0
Victoria Jimenez Kasintseva,160,19.1,1603.9,,216,1471.4,118,1596.1,177,1467.4,,1621.1,2024-09,,149,0.07,1648.4
Rebecca Marino,161,33.7,1603.8,,150,1564.6,181,1493.3,103,1562.0,,1833.6,2011-03,,136,0.17,1572.2
Sachia Vickery,162,29.3,1597.6,,154,1556.2,143,1560.4,172,1476.6,,1743.1,2018-04,,189,-0.15,1550.9
Jessika Ponchet,163,27.9,1595.5,,152,1558.4,163,1523.4,154,1496.1,,1615.8,2024-06,,109,0.40,1604.7
Patricia Maria Tig,164,30.1,1589.0,,178,1522.4,119,1593.3,293,1384.3,,1740.1,2020-09,,256,-0.45,1623.1
Polona Hercog,165,33.4,1588.8,,160,1546.0,138,1569.9,137,1515.0,,1888.8,2009-07,,235,-0.35,1575.5
Maria Timofeeva,166,20.8,1588.6,,145,1574.8,182,1492.3,273,1394.7,,1640.2,2024-03,,143,0.15,1600.6
Oksana Selekhmeteva,167,21.7,1586.7,,190,1502.6,122,1590.7,182,1463.0,,1695.0,2024-07,,184,-0.10,1558.3
Aleksandra Krunic,168,31.4,1586.6,,176,1525.3,126,1588.1,123,1533.6,,1810.7,2017-09,,274,-0.49,1576.0
Lucrezia Stefanini,169,26.3,1586.3,,151,1558.8,203,1462.3,140,1510.2,,1622.8,2024-09,,159,0.06,1596.4
Alycia Parks,170,23.7,1585.8,,167,1537.3,219,1448.7,99,1572.9,,1810.0,2023-01,,115,0.39,1569.5
Jana Fett,171,27.8,1584.2,,179,1521.9,145,1560.0,156,1491.6,,1759.1,2017-10,,106,0.48,1580.5
Jodie Burrage,172,25.3,1582.9,,172,1531.2,236,1427.4,110,1549.0,,1704.8,2023-07,,302,-0.56,1550.4
Sara Saito,173,17.8,1581.7,,184,1516.1,139,1563.4,178,1465.8,,1650.2,2024-07,,179,-0.03,1590.1
Miriam Bianca Bulgaru,174,25.9,1578.1,,286,1394.0,141,1562.5,193,1447.1,,1578.1,2024-09,,176,-0.01,1612.5
Ella Seidel,175,19.6,1577.9,,148,1570.4,150,1550.5,263,1398.5,,1735.7,2024-01,,121,0.37,1583.0
Kristina Dmitruk,176,21.0,1577.0,,169,1537.1,161,1524.2,198,1442.6,,1577.0,2024-10,,371,-0.75,1631.8
Anna Lena Friedsam,177,30.1,1569.3,,170,1535.7,158,1527.3,188,1450.9,,1831.9,2016-05,,343,-0.66,1481.4
Suzan Lamens,178,25.2,1567.7,,166,1537.5,169,1515.2,271,1395.5,,1656.5,2024-04,,125,0.35,1565.1
Petra Marcinko,179,18.8,1565.3,,186,1514.9,151,1549.7,232,1415.1,,1644.1,2023-10,,290,-0.48,1561.5
Su Jeong Jang,180,29.5,1557.9,,200,1493.3,148,1554.9,228,1417.8,,1609.2,2017-03,,236,-0.27,1584.1
Emina Bektas,181,31.4,1555.9,,198,1498.6,353,1318.6,139,1511.6,,1686.1,2023-10,,141,0.25,1506.7
Arina Rodionova,182,34.7,1552.9,,173,1530.2,301,1365.3,164,1484.0,,1625.2,2017-07,,112,0.49,1569.5
Elsa Jacquemot,183,21.4,1552.3,,174,1529.5,178,1499.8,170,1477.4,,1644.6,2024-01,,145,0.23,1525.2
Fiona Ferro,184,27.3,1550.9,,165,1541.5,175,1505.4,218,1425.5,,1846.4,2021-03,,270,-0.38,1495.0
Berfu Cengiz,185,24.9,1549.0,,280,1397.7,154,1534.6,191,1449.5,,1600.4,2024-06,,210,-0.13,1570.7
Varvara Lepchenko,186,38.3,1548.8,,171,1532.9,168,1515.2,173,1473.2,,1885.5,2015-01,,161,0.14,1528.2
Katarina Zavatska,187,24.6,1545.0,,244,1434.5,153,1537.3,207,1435.1,,1676.7,2019-11,,197,-0.05,1558.0
Tereza Martincova,188,29.7,1543.8,,168,1537.2,204,1461.6,141,1507.2,,1824.5,2022-03,,321,-0.53,1417.3
Aoi Ito,189,20.3,1541.4,,203,1489.3,277,1385.7,248,1406.2,,1551.9,2024-02,,188,0.01,1548.2
Laura Pigossi,190,30.1,1539.8,,205,1483.8,160,1526.0,285,1386.9,,1584.4,2024-06,,127,0.40,1545.1
Elena Pridankina,191,19.1,1539.3,,218,1466.9,155,1533.9,194,1444.6,,1592.3,2024-08,,182,0.05,1546.0
Guiomar Maristany Zuleta De Reales,192,25.6,1537.9,,234,1444.3,166,1517.4,195,1444.0,,1568.2,2024-10,,183,0.05,1558.0
Panna Udvardy,193,26.0,1535.5,,249,1431.4,162,1524.0,165,1482.7,,1692.7,2023-01,,138,0.34,1520.3
Kateryna Baindl,194,30.5,1535.1,,181,1519.6,167,1517.0,267,1396.4,,1804.7,2016-02,,443,-0.83,1433.5
Leolia Jeanjean,195,29.1,1532.5,,193,1502.1,171,1509.3,197,1442.8,,1673.0,2022-10,,191,0.02,1518.5
Arianne Hartono,196,28.4,1532.3,,183,1517.2,240,1422.3,307,1375.4,,1582.4,2024-02,,151,0.26,1544.5
Marina Stakusic,197,19.8,1532.2,,182,1519.0,234,1428.4,143,1505.3,,1752.8,2024-02,,147,0.29,1507.0
Xinyu Gao,198,26.8,1531.4,,189,1506.8,218,1450.9,230,1416.3,,1576.1,2024-09,,168,0.16,1576.2
Nuria Brancaccio,199,24.2,1530.0,,309,1365.1,173,1507.5,237,1413.5,,1551.5,2024-09,,205,-0.03,1556.3
Dominika Salkova,200,20.0,1529.7,,161,1545.1,194,1476.6,240,1412.4,,1630.5,2024-05,,140,0.36,1534.7
Alina Charaeva,201,22.3,1528.3,,194,1502.1,221,1443.4,204,1439.1,,1551.0,2024-09,,245,-0.20,1574.7
Gabriela Andrea Knutson,202,27.4,1527.6,,185,1516.1,343,1324.7,200,1441.9,,1592.8,2024-07,,218,-0.08,1534.8
Tessah Andrianjafitrimo,203,25.9,1527.0,,188,1507.4,226,1437.7,224,1422.1,,1527.0,2024-09,,299,-0.39,1685.9
Darja Semenistaja,204,22.0,1526.4,,210,1477.9,165,1521.0,180,1463.4,,1683.0,2023-08,,130,0.45,1519.8
Anastasia Zakharova,205,22.7,1525.0,,177,1523.3,270,1392.7,294,1384.2,,1571.5,2024-09,,146,0.34,1532.4
Sinja Kraus,206,22.4,1523.2,,257,1426.4,184,1488.3,153,1497.7,,1569.6,2024-08,,209,-0.01,1543.7
Chloe Paquet,207,30.2,1521.8,,233,1448.7,174,1506.8,266,1396.6,,1621.7,2024-08,,105,0.68,1472.0
Celine Naef,208,19.2,1521.6,,180,1521.7,215,1454.3,158,1488.7,,1699.9,2023-09,,234,-0.12,1497.3
